mn,name,discord_id,public
https://erpc.xinfin.network/,xinfin-rpc-1,,1
https://earpc.xinfin.network/,xinfin-rpc-2,,1
https://rpc.primenumbers.xyz/,primenumbers-rpc-1,,1
https://erpc.xdcrpc.com/,xdcrpc-rpc-1,,1
https://rpc.xdcrpc.com/,xdcrpc-rpc-2,,1
https://rpc.xdc.org,xdc-rpc-1,,1
https://rpc.ankr.com/xdc,ankr-rpc-1,,1
https://rpc.xdc.network,xdc-rpc-2,,1
https://rpc1.xinfin.network,xinfin-rpc-3,,1
